synthetic_id,year,yearbook_table_id,yearbook_table_trans,bgs_statistic_type_trans,country_trans,country_iso2_code,country_iso3_code,pole_of_inaccessibility_longitude,pole_of_inaccessibility_latitude,bgs_commodity_code,bgs_commodity_trans,bgs_sub_commodity_trans,erml_group,erml_commodity,erml_sub_commodity,cgi_commodity_url,quantity,quantity_in_book_style,data_precision_description,sdmx_code,sdmx_translation,units,concat_table_notes_code,concat_table_notes_text,concat_figure_notes_code,concat_figure_notes_text
1-86-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Bolivia,BO,BOL,-64.684753,-16.706876,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,674,674,,A,Normal value,kilograms,,,,
1-219-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Papua New Guinea,PG,PNG,143.891050,-5.631615,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,11939,11939,,A,Normal value,kilograms,,,,
1-3-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Angola,AO,AGO,17.830424,-11.936505,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1,1,,A,Normal value,kilograms,,,*,Estimates.
1-17-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Congo,CG,COD,15.556000,-1.440000,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,65,65,,A,Normal value,kilograms,,,,
1-26-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Guinea,GN,GIN,-10.283343,10.617195,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,120,120,,A,Normal value,kilograms,,,*,Estimates.
1-107-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Guyana,GY,GUY,-58.939265,4.871915,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,125,125,,A,Normal value,kilograms,,,,
1-12-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Cameroon,CM,CMR,12.837806,4.061634,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,3,3,,A,Normal value,kilograms,,,,
1-144-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Cambodia,KH,KHM,104.457827,12.560177,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,124,124,,A,Normal value,kilograms,,,*,Estimates.
1-288-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Portugal,PT,PRT,-8.263146,39.866841,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,520,520,,A,Normal value,kilograms,,,,
1-172-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Philippines,PH,PHL,121.417908,17.522436,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,18872,18872,,A,Normal value,kilograms,,,,
1-285-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,New Zealand,NZ,NZL,169.942601,-44.750720,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,382,382,,A,Normal value,kilograms,,,,
1-133-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Venezuela,VE,VEN,-64.007094,7.145968,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,633,633,,A,Normal value,kilograms,,,,
1-208-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Fiji,FJ,FJI,177.975198,-17.824134,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2537,2537,,A,Normal value,kilograms,,,,
1-270-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Finland,FI,FIN,27.679723,63.018751,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,548,548,,A,Normal value,kilograms,,,,
1-262-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Australia,AU,AUS,132.721356,-23.137734,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,23361,23361,,A,Normal value,kilograms,,,,
1-87-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Brazil,BR,BRA,-49.028010,-12.408957,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,7188,7188,,A,Normal value,kilograms,,,,
1-33-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Liberia,LR,LBR,-9.430151,6.456315,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,41,41,,A,Normal value,kilograms,,,o|r,Years ended 31st August of that stated.|Purchased by the Bank of Monovia.
1-63-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Tanzania,TZ,TZA,34.022162,-5.686961,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,7,7,,A,Normal value,kilograms,,,,
1-271-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,France,FR,FRA,2.452177,46.620563,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1808,1808,,A,Normal value,kilograms,,,,
1-23-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Gabon,GA,GAB,12.322706,-0.309716,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,355,355,,A,Normal value,kilograms,,,,
1-731-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Rhodesia,,,,,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,15800,15800,,A,Normal value,kilograms,,,*,Estimates.
1-30237-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Korea (Rep. of),KR,KOR,128.000000,36.000000,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,531,531,,A,Normal value,kilograms,,,,
1-281-883-57-1972,1972-01-01 00:00:00,57,Mine production of gold,Production,Japan,JP,JPN,142.796275,43.460760,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,7559,7559,,A,Normal value,kilograms,,,,
1-281-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Japan,JP,JPN,142.796275,43.460760,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,5838,5838,,A,Normal value,kilograms,,,,
1-107-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Guyana,GY,GUY,-58.939265,4.871915,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,235,235,,A,Normal value,kilograms,,,,
1-144-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Cambodia,KH,KHM,104.457827,12.560177,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,124,124,,A,Normal value,kilograms,,,*,Estimates.
1-285-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,New Zealand,NZ,NZL,169.942601,-44.750720,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,344,344,,A,Normal value,kilograms,,,,
1-63-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Tanzania,TZ,TZA,34.022162,-5.686961,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2,2,,A,Normal value,kilograms,,,,
1-23-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Gabon,GA,GAB,12.322706,-0.309716,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,349,349,,A,Normal value,kilograms,,,,
1-172-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Philippines,PH,PHL,121.417908,17.522436,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,17802,17802,,A,Normal value,kilograms,,,,
1-87-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Brazil,BR,BRA,-49.028010,-12.408957,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,6358,6358,,A,Normal value,kilograms,,,,
1-26-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Guinea,GN,GIN,-10.283343,10.617195,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,120,120,,A,Normal value,kilograms,,,*,Estimates.
1-33-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Liberia,LR,LBR,-9.430151,6.456315,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,0,-----,Nil (nothing produced),A,Normal Value,kilograms,,,o|r,Years ended 31st August of that stated.|Purchased by the Bank of Monovia.
1-731-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Rhodesia,,,,,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,16000,16000,,A,Normal value,kilograms,,,*,Estimates.
1-288-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Portugal,PT,PRT,-8.263146,39.866841,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,456,456,,A,Normal value,kilograms,,,,
1-133-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Venezuela,VE,VEN,-64.007094,7.145968,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,592,592,,A,Normal value,kilograms,,,,
1-270-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Finland,FI,FIN,27.679723,63.018751,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,615,615,,A,Normal value,kilograms,,,,
1-12-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Cameroon,CM,CMR,12.837806,4.061634,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2,2,,A,Normal value,kilograms,,,,
1-17-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Congo,CG,COD,15.556000,-1.440000,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,39,39,,A,Normal value,kilograms,,,,
1-208-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Fiji,FJ,FJI,177.975198,-17.824134,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2686,2686,,A,Normal value,kilograms,,,,
1-271-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,France,FR,FRA,2.452177,46.620563,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2694,2694,,A,Normal value,kilograms,,,,
1-30237-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Korea (Rep. of),KR,KOR,128.000000,36.000000,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,506,506,,A,Normal value,kilograms,,,,
1-262-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Australia,AU,AUS,132.721356,-23.137734,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,17174,17174,,A,Normal value,kilograms,,,,
1-150-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Indonesia,ID,IDN,114.218582,-0.966315,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,352,352,,A,Normal value,kilograms,,,,
1-145-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,China,CN,CHN,109.537431,32.216659,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1500,1500,,A,Normal value,kilograms,,,*,Estimates.
1-25-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Ghana,GH,GHA,-1.037270,6.962366,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,22669,22669,,A,Normal value,kilograms,,,,
1-72-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Zambia,ZM,ZMB,26.300237,-14.983260,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,265,265,,A,Normal value,kilograms,,,*|c,"Estimates.|Contained in blister copper, refinery muds and electrolytic copper."
1-294-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Sweden,SE,SWE,18.043765,65.542091,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2517,2517,,A,Normal value,kilograms,,,,
1-59-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,South Africa,ZA,ZAF,23.214466,-30.457875,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,855179,855179,,A,Normal value,kilograms,,,,
1-223-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Solomon Islands,SB,SLB,160.170302,-9.622609,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,30,30,,A,Normal value,kilograms,,,,
1-30398-883-57-1973,1973-01-01 00:00:00,57,Mine production of gold,Production,Suriname,SR,SUR,-55.911071,4.131244,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2,2,,A,Normal value,kilograms,,,,
